Age,Gender,Marital_Status,Education_Level,Dependents,Annual_Income,Total_Assets,Monthly_Expenses,Savings_Balance,Debt_to_Income_Ratio,Employment_Type,Years_at_Current_Job,Employer_Category,Loan_Amount,Loan_Purpose,Term_Months,Interest_Rate,Loan_to_Income_Ratio,FICO_Score,Existing_Credits_Count,Prev_Defaults,Credit_Utilization,Default_Status
43,Female,Single,High School,0,82119.69822175987,133174.06986412912,2450.5786593370576,33694.197836208616,0.36,Full-Time,20,Corporate,25400.66648729413,Car,60,6.31,0.31,715.1744009356421,9,0,0.41,0
35,Female,Married,Bachelor,4,49215.34874561635,48866.367225664624,1486.1066491927002,16380.323688904971,0.36,Full-Time,13,Corporate,17368.425031974715,Education,60,12.22,0.35,704.1074014867035,5,1,0.58,0
55,Female,Single,High School,3,52718.95081311816,107968.39478597604,1655.5870578860554,20464.968853533737,0.38,Self-Employed,26,Corporate,22852.174206040414,Education,60,5.13,0.43,635.796301773189,0,0,0.46,0
61,Female,Married,High School,0,49134.00510447615,205085.91625947013,2067.427372703743,51216.68315817867,0.5,Self-Employed,23,Corporate,22710.261204242943,Home,12,5.48,0.46,614.6983884317731,7,0,0.11,0
63,Male,Married,Bachelor,4,32340.773048450672,92840.31537062515,2074.920976458819,62809.307936725316,0.77,Full-Time,6,Corporate,24427.690521635082,Personal,36,12.49,0.76,652.9825523517359,7,0,0.21,0
23,Female,Married,Master,4,55139.437246117945,73096.42190489432,2297.504819752103,564.8535106766867,0.5,Full-Time,20,SME,17328.580726258508,Business,24,7.67,0.31,689.967699414884,1,0,0.66,0
35,Male,Single,Bachelor,3,63923.41781940515,18318.84548662204,2547.076922583023,19193.63455582779,0.48,Self-Employed,15,Corporate,13947.1215801674,Car,48,17.17,0.22,609.1902033716748,7,0,0.26,0
25,Male,Married,Bachelor,4,65794.1508429064,151195.08583045844,2766.061120901777,31526.832313086536,0.5,Self-Employed,6,Corporate,21469.309117637917,Personal,60,13.0,0.33,624.027165976347,7,0,0.87,0
48,Male,Married,Master,0,40086.250625416964,218179.86676743545,2680.682414731079,46106.10871130797,0.8,Full-Time,4,Corporate,13651.01332931683,Home,48,10.54,0.34,798.8531077496051,2,0,0.4,0
60,Female,Single,High School,1,53957.39959367868,36529.85000614519,2483.38555971418,53728.1395338586,0.55,Full-Time,24,Corporate,30720.428796321656,Education,36,10.81,0.57,771.5183245562671,4,0,0.23,0
30,Female,Married,Bachelor,3,63059.01060281726,112415.6513162057,2325.7846413743036,28724.893787436125,0.44,Unemployed,12,Government,20005.87175895734,Personal,24,13.67,0.32,678.7698928790678,6,0,0.57,0
42,Female,Married,Master,3,104030.65564721286,107274.79624112174,1596.5432521383927,50150.59319181919,0.18,Full-Time,8,SME,2124.0296762556245,Personal,12,13.58,0.02,789.3368056719801,2,0,0.65,0
23,Male,Married,Bachelor,1,61596.31778575968,242784.92292528192,2658.8226092036793,18786.34490165885,0.52,Full-Time,21,Corporate,13775.21733758437,Home,24,12.6,0.22,678.5745104977852,7,0,0.65,0
59,Male,Married,Master,2,60097.562464096874,293107.3393013157,2722.2097138487525,57211.86847642719,0.54,Self-Employed,17,Government,36866.13935874105,Car,60,12.85,0.61,666.9474336385249,1,0,0.5,0
58,Female,Married,Master,2,53865.69019816935,231492.7052536427,2409.734515236028,20584.88040972558,0.54,Part-Time,14,Government,21487.540523895063,Business,12,15.11,0.4,674.040821796793,1,0,0.84,0
56,Male,Divorced,High School,3,72422.85197808986,171398.61714516167,2135.105671839292,22411.501593145786,0.35,Part-Time,21,Government,27148.872031534105,Personal,36,7.57,0.37,634.6121665324364,6,0,0.33,0
64,Female,Single,Bachelor,3,71629.48509868057,110026.76152244786,3164.2348814774155,15791.916944822276,0.53,Full-Time,23,Government,29779.026589500598,Personal,36,6.21,0.42,787.1153479974603,5,0,0.64,0
22,Female,Married,Bachelor,2,77306.40097689,101558.22039777934,1656.395076505599,31076.36441549659,0.26,Full-Time,2,Corporate,20881.73919701287,Education,36,6.2,0.27,690.6564634374703,8,0,0.35,0
45,Female,Married,Bachelor,3,68357.16591218502,132841.97259605298,2701.8204351229147,42658.55780824501,0.47,Full-Time,8,Startup,6391.620530468554,Education,36,8.92,0.09,746.464803356324,9,0,0.77,0
58,Male,Single,Bachelor,0,84545.58212732407,178367.91607554728,3637.133295228303,49155.795965165154,0.52,Full-Time,13,SME,30370.909640540514,Education,60,15.34,0.36,786.2013691732529,4,0,0.66,0
50,Male,Married,Bachelor,0,30923.91992710974,168971.62076761533,2231.5026440145975,27538.14818611949,0.87,Self-Employed,4,SME,28534.44320111903,Business,60,6.95,0.92,669.0888427435002,3,0,0.52,1
26,Female,Married,High School,1,45236.70968833371,13028.956294829666,2995.571332573885,24056.359851839887,0.79,Full-Time,29,Corporate,10334.182597431349,Education,12,11.29,0.23,614.6704328350198,6,0,0.1,0
35,Male,Married,High School,2,57435.916204810084,10382.229089741653,1263.561768938785,21662.618680627616,0.26,Full-Time,28,Corporate,21425.148246501776,Personal,24,14.55,0.37,652.3487423677371,0,0,0.43,0
41,Female,Married,Bachelor,4,87331.87555420044,36214.952959899456,2656.873434211171,63690.67335807164,0.37,Unemployed,20,Corporate,27525.99816801451,Home,36,13.46,0.32,709.1170499478703,2,0,0.91,1
40,Female,Married,Bachelor,3,82391.95800635325,10000.0,1259.3552883159161,0.0,0.18,Full-Time,9,SME,9097.100833118697,Business,36,7.18,0.11,739.8016550599812,0,0,0.73,0
33,Female,Married,Bachelor,1,20000.0,172594.361456735,4031.990765149193,40790.68861147396,2.42,Full-Time,16,Corporate,16565.257129748687,Car,36,14.82,0.83,653.6104668657399,5,0,0.36,1
31,Female,Single,Bachelor,3,28595.963086003012,38956.06570612344,3456.601024096806,33519.71106317517,1.45,Full-Time,10,Corporate,28123.03159600646,Business,60,10.13,0.98,703.2873721950187,9,0,0.27,0
24,Male,Divorced,Bachelor,1,63236.231358624966,248407.1708886199,2699.230327941449,0.0,0.51,Full-Time,21,Government,2000.0,Education,12,12.86,0.03,561.478274014622,5,0,0.46,0
54,Female,Married,Master,2,72896.60298772898,68259.32913324078,3244.2171265656907,14104.585869634942,0.53,Full-Time,6,Corporate,24164.071607916027,Car,48,9.72,0.33,717.6950265061217,7,0,0.9,0
34,Female,Single,Bachelor,1,87675.53843643224,45414.50885866665,1760.1955393833755,47503.186345025155,0.24,Unemployed,29,Corporate,19823.762911107555,Personal,48,9.76,0.23,638.8465585672791,0,0,0.56,0
58,Female,Single,High School,0,52646.05261324221,316000.94233004807,2824.51143765321,45231.76653070649,0.64,Full-Time,20,SME,21904.155846840942,Business,48,8.76,0.42,554.8468933947241,9,0,0.47,0
32,Female,Single,PhD,2,44047.42721223441,190103.8432770407,3749.175298506524,42610.36319316772,1.02,Full-Time,23,Government,19124.495696760212,Personal,36,16.79,0.43,722.9928043964632,4,0,0.32,0
34,Male,Married,High School,3,74778.52703934255,132362.20137237606,4395.836706632453,45280.70306866796,0.71,Unemployed,28,Government,22986.90893946751,Home,12,6.65,0.31,656.024434570231,0,0,0.66,0
34,Female,Married,High School,4,75371.4580340957,229252.1034018179,1861.4978124218937,11820.530576075318,0.3,Full-Time,25,SME,33769.99589553171,Personal,12,9.59,0.45,694.0799195900978,8,0,0.63,1
45,Female,Single,Master,1,74001.63055471674,155254.7350609667,2316.2418331924123,47813.66091681329,0.38,Self-Employed,1,SME,16662.995419409788,Home,36,12.84,0.23,530.7119552293245,8,0,0.32,0
39,Female,Single,Bachelor,0,75598.73504882595,131996.3636124632,1229.384603096254,11660.467369297716,0.2,Part-Time,0,SME,37623.53570611056,Car,60,17.01,0.5,759.0184640889856,4,0,0.15,0
38,Male,Married,High School,4,60052.089496325236,150350.94056399708,1772.603907263515,0.0,0.35,Part-Time,7,SME,16788.54352969491,Education,60,7.35,0.28,585.3128070213716,3,0,0.43,0
32,Female,Married,Master,0,70445.64753986456,331720.08521742787,3439.1477572080667,32931.425415046935,0.59,Self-Employed,14,SME,16195.404945705062,Car,24,8.43,0.23,611.6037410695185,2,1,0.52,1
23,Male,Single,Bachelor,3,28965.832440595328,157928.08151209386,2392.1038148110338,77987.1286679323,0.99,Part-Time,4,Corporate,13171.838910996315,Car,12,10.78,0.45,576.3487103670375,1,1,0.65,1
57,Female,Married,Bachelor,1,74477.62038996219,282129.57180980686,3323.676352216503,7530.338441442938,0.54,Full-Time,25,Corporate,7114.460716836289,Home,12,11.15,0.1,538.2642562952366,0,0,0.39,0
29,Male,Divorced,Bachelor,2,74926.5808105816,204787.2860871384,1764.0357595960736,33489.36734183557,0.28,Self-Employed,15,Corporate,20364.43874894915,Personal,36,8.92,0.27,709.5762786280904,2,0,0.84,0
49,Male,Divorced,Master,0,83481.72278585908,149342.4094644994,2454.0761234831566,43701.505120242626,0.35,Part-Time,29,Government,27752.825546404936,Business,12,9.97,0.33,784.309814061402,7,0,0.21,0
48,Female,Divorced,Master,0,20000.0,191988.41895539348,3109.9636627524246,35303.30753198019,1.87,Full-Time,3,Government,10611.940378105075,Home,24,9.52,0.53,696.037341332313,6,0,0.86,1
42,Male,Single,Bachelor,2,60390.04352683662,154149.18407534985,2080.518742624946,19218.526317776174,0.41,Self-Employed,21,SME,28754.407023746997,Car,24,13.6,0.48,699.0197537141692,2,1,0.84,1
21,Female,Single,Bachelor,2,87229.47256103327,218899.67752806266,2324.526024325184,55770.11427372493,0.32,Full-Time,17,Government,13117.430578033596,Home,48,10.2,0.15,769.7282125168254,7,0,0.18,0
32,Female,Single,Bachelor,2,59881.12468231028,231532.48512696166,3413.709100821342,0.0,0.68,Full-Time,16,Government,22830.903345692976,Home,60,5.99,0.38,535.2315644522719,4,1,0.13,0
24,Male,Married,High School,4,60258.748376937525,106037.12478506666,2643.759743514412,27545.665288848064,0.53,Full-Time,19,SME,25823.364586920412,Home,36,15.07,0.43,558.6353699146808,1,0,0.55,0
44,Male,Single,Bachelor,0,93510.06636810812,92758.8200246302,3783.044842221034,57621.41629414329,0.49,Part-Time,23,Corporate,12072.858375454343,Personal,48,5.06,0.13,713.7450132925052,1,0,0.13,0
23,Male,Married,Bachelor,2,45301.74244336042,305445.51476630685,2229.851008602949,0.0,0.59,Part-Time,14,Startup,22446.1948704867,Education,12,5.61,0.5,761.3991119293446,3,0,0.7,0
26,Female,Married,Master,2,59604.76669038627,128861.07901409203,1487.3979456501224,25908.161053227792,0.3,Part-Time,17,Government,8521.00354215951,Car,36,13.03,0.14,735.5972379534039,5,0,0.77,0
21,Female,Single,High School,1,56882.61575067883,129508.76910850737,3342.8421407270303,34779.86172926777,0.71,Full-Time,1,SME,29108.403363154244,Education,60,16.95,0.51,817.2073380314912,9,0,0.1,0
37,Male,Divorced,High School,0,70536.22939712807,213895.81842245904,1863.1248352857367,46770.71473666022,0.32,Full-Time,14,Government,37200.385102010434,Home,48,11.95,0.53,700.5295357242375,1,0,0.72,0
23,Female,Single,High School,2,85024.78611424098,136088.09686019158,2306.9818639047953,34654.91670101789,0.33,Full-Time,25,SME,10127.39526630933,Personal,36,6.49,0.12,643.8352687751673,7,0,0.84,0
23,Female,Single,High School,3,70370.47753313498,127605.58771854964,2440.0829789282193,27379.495864571618,0.42,Unemployed,7,SME,18525.888411861575,Business,48,17.69,0.26,722.6415831539705,5,0,0.95,0
29,Female,Married,High School,4,24165.62437590294,31102.720846163982,3182.2917392160653,671.7645847998065,1.58,Part-Time,22,Corporate,26078.006244472843,Home,12,12.33,1.08,566.6478975190743,6,0,0.69,1
38,Male,Single,High School,4,88332.06405342267,209338.39807281378,2981.859939547084,4029.0057973711446,0.41,Full-Time,13,Corporate,7667.223339677557,Home,36,14.79,0.09,791.4055067619739,5,1,0.52,0
53,Male,Married,Bachelor,0,51414.205858245725,180924.37246425266,3726.386544463214,57744.91591291352,0.87,Full-Time,8,SME,29330.180047013506,Home,48,7.52,0.57,703.5667045534082,2,0,0.82,1
63,Female,Married,Bachelor,3,40460.65741473748,92576.57108050118,4131.811479723847,74770.87537783437,1.23,Self-Employed,27,Corporate,30269.473544439374,Home,24,6.79,0.75,632.626030272181,1,0,0.76,1
46,Male,Married,High School,0,58382.1758262494,376613.1824419565,2741.226777424434,41331.76844473493,0.56,Full-Time,22,Startup,18903.771718326963,Education,48,9.93,0.32,635.6444928004181,3,0,0.24,0
42,Female,Single,High School,1,107233.24152939224,155534.96462294948,2768.279109263449,48564.612564078234,0.31,Full-Time,2,SME,28967.79866556795,Home,36,16.35,0.27,537.4185482635248,0,0,0.16,0
21,Male,Single,Bachelor,0,20878.997426694863,205688.61547938397,2254.037086845508,54983.36128882441,1.3,Full-Time,10,SME,8481.669314201463,Personal,36,16.94,0.41,711.5837435489024,3,0,0.46,0
39,Male,Married,Bachelor,2,36023.19450707472,60738.36840510355,2007.370124716523,61597.88172954898,0.67,Full-Time,4,Corporate,21541.664106819884,Home,12,6.4,0.6,745.2699715269138,6,0,0.26,0
26,Female,Married,Bachelor,4,67752.74081327008,221973.55642480904,3042.5068497300595,7589.777961233922,0.54,Full-Time,29,Corporate,16919.557241776412,Business,48,17.38,0.25,674.6202110762805,0,0,0.89,0
46,Female,Married,PhD,1,49355.86984115473,84659.23841823722,3902.1610978271133,35121.74279947586,0.95,Full-Time,29,Government,27244.54150575368,Business,24,8.34,0.55,590.8149068198443,1,0,0.49,1
41,Male,Married,PhD,4,20000.0,145379.00389371198,2083.453398098529,0.0,1.25,Full-Time,13,Corporate,21256.265545823015,Car,60,6.66,1.06,780.3599186859409,1,0,0.94,1
25,Female,Single,Master,2,79091.90458015278,185751.15386049112,2237.236429631317,25120.539876795367,0.34,Full-Time,7,Corporate,20102.274991054717,Education,36,10.18,0.25,620.9276190334265,9,1,0.83,1
38,Female,Divorced,Bachelor,0,68217.32504290045,60730.022214940356,1291.2439283548276,35963.837673322356,0.23,Full-Time,15,Startup,32032.034014873763,Home,60,10.98,0.47,736.7520588201886,5,0,0.82,0
35,Male,Divorced,Master,0,73350.99718677213,172834.99984389218,2379.8759849996477,33349.26422078178,0.39,Self-Employed,29,Government,26682.343317810184,Business,60,15.45,0.36,708.4254386432377,8,0,0.88,0
40,Female,Married,High School,1,64604.91797884143,185805.4357198551,1322.1923865383774,30302.502999300632,0.25,Full-Time,18,Startup,29351.97292037157,Business,48,12.42,0.45,821.1731013192323,9,0,0.45,0
48,Male,Married,High School,1,68738.55453793357,292801.02682124695,2250.176394568195,40475.501126955976,0.39,Full-Time,22,Corporate,29797.879360993917,Personal,24,15.16,0.43,546.374788333078,0,0,0.33,0
57,Female,Single,High School,0,96496.62340202584,302350.22860995436,1574.9450260539934,20517.09056141366,0.2,Full-Time,4,Corporate,10615.759464757288,Education,60,12.63,0.11,764.8129306827702,8,0,0.68,0
29,Male,Single,High School,2,79197.15437392438,152312.4003539112,3084.3910242831503,63518.256442703794,0.47,Full-Time,9,SME,15356.348949674324,Education,36,14.3,0.19,738.4534025706577,8,0,0.24,0
46,Male,Married,High School,1,20000.0,62996.039555824114,2854.459262168494,67954.30944177101,1.71,Full-Time,19,Corporate,20188.496513699614,Car,36,17.56,1.01,685.9807834284983,3,0,0.35,1
40,Male,Married,High School,3,54604.33154014516,176631.09203171456,2779.3562665576305,82673.66079068615,0.61,Self-Employed,25,SME,19413.748644274052,Business,24,12.43,0.36,727.1315263680116,1,0,0.52,0
63,Male,Divorced,High School,0,29901.226266825826,256434.83493802528,2320.514621148232,6590.579790217671,0.93,Self-Employed,18,Startup,11613.510049798606,Personal,36,14.17,0.39,706.8810548608449,7,0,0.46,0
27,Female,Married,Master,4,61903.39070412742,95055.25753288642,2537.6080050334403,0.0,0.49,Self-Employed,19,SME,26639.704494777136,Education,36,8.81,0.43,653.4412603855214,1,0,0.48,0
29,Male,Married,High School,2,31091.054376661545,150072.96163158456,1529.087650178571,14905.093496661213,0.59,Self-Employed,4,Corporate,37102.724046181975,Personal,36,8.04,1.19,745.3368179750861,3,1,0.34,1
53,Female,Married,High School,1,40354.79008793256,82725.78208530626,2130.2948481039057,46754.74131560781,0.63,Self-Employed,1,SME,15020.630777158764,Education,24,15.92,0.37,607.38835387006,6,0,0.32,0
42,Male,Married,Bachelor,4,46565.91187241151,73020.5013274474,2817.066478681917,20247.09831542518,0.73,Full-Time,12,Government,17609.79211685233,Education,12,17.28,0.38,659.4640295948948,0,0,0.57,0
21,Male,Single,Bachelor,1,39129.454798487466,93621.23043324737,3057.5493906717875,36758.09227751094,0.94,Full-Time,16,Startup,28990.221582744023,Car,48,8.64,0.74,806.2396179607729,4,0,0.81,0
28,Male,Married,High School,4,45102.590176594626,43643.75433653899,2210.9070494493903,6926.026223522404,0.59,Self-Employed,25,Corporate,32746.467309187752,Home,12,16.03,0.73,468.74032017907854,7,0,0.18,0
54,Female,Married,Bachelor,3,103628.45277896684,89666.34880374002,2886.0562724942606,85768.04268901332,0.33,Full-Time,29,Corporate,32665.95227527387,Business,36,6.44,0.32,575.4234375227516,3,0,0.25,0
59,Male,Married,Bachelor,4,60979.30981960379,126280.62803464578,3400.88151241961,56012.39458843485,0.67,Unemployed,16,Government,38142.18935596068,Car,48,10.85,0.63,562.8024172266873,7,1,0.71,1
45,Female,Married,Bachelor,0,75552.84833104497,307764.3919714526,1757.7834932798178,48223.17362952432,0.28,Self-Employed,28,Startup,29367.46150510067,Business,12,9.55,0.39,593.5808344012532,5,0,0.91,1
53,Female,Married,High School,1,88965.45959645625,66020.6655996538,3248.994319752585,15240.006938126548,0.44,Self-Employed,27,Startup,28005.463611872707,Education,48,5.01,0.31,689.8082877392086,6,0,0.93,0
29,Female,Married,Master,2,78973.11294010066,10000.0,2548.6081613455776,73815.56117688183,0.39,Unemployed,17,SME,11628.433485490916,Education,36,17.33,0.15,553.4512089356606,0,0,0.63,0
64,Female,Married,Bachelor,1,40671.74276795321,52639.218060033905,2502.7148762896454,24127.81242888504,0.74,Full-Time,12,SME,22495.513053588977,Business,36,16.65,0.55,727.7772264183717,6,0,0.2,0
64,Male,Married,Master,2,63261.211354519,75470.6487331374,2908.9143747841754,26889.84151746288,0.55,Self-Employed,0,Government,15861.504749996471,Home,24,14.86,0.25,617.9459298071233,0,0,0.26,0
37,Male,Divorced,Bachelor,0,57047.7891456881,228795.00035119144,1186.1153799230706,64055.723040274504,0.25,Self-Employed,4,Corporate,35096.13086608472,Education,60,15.92,0.62,766.8619213275447,3,0,0.21,0
31,Male,Single,Master,3,56613.940151381816,163856.18488564572,2070.071105423639,1985.4487530665792,0.44,Full-Time,17,Government,11494.072414508108,Business,48,14.22,0.2,652.7631678869313,6,0,0.75,0
39,Female,Divorced,Bachelor,4,100909.80734938994,240755.62222483248,3585.5170178514327,0.0,0.43,Full-Time,4,Corporate,9462.534704505422,Car,36,13.56,0.09,648.7978880198979,2,0,0.59,0
42,Female,Single,Bachelor,3,62001.53928308643,117911.61597495248,1564.8106095654389,28753.701724118506,0.3,Self-Employed,19,Startup,17116.39337094307,Education,48,7.38,0.28,718.9658518169446,9,0,0.89,0
29,Female,Married,PhD,0,79606.33858934081,312525.56200979697,1668.9572866759609,36936.87238638855,0.25,Full-Time,28,Corporate,30916.993676828533,Car,24,5.63,0.39,783.0999411045663,0,0,0.87,0
30,Male,Divorced,Bachelor,1,65298.44735325299,100414.2770626898,2144.9092508297435,25017.05427507055,0.39,Self-Employed,3,SME,16423.269467347323,Personal,12,15.49,0.25,652.7427631553384,4,0,0.57,0
45,Female,Single,High School,0,83332.49100569185,10000.0,1992.4924228860386,38854.69018898353,0.29,Self-Employed,4,Corporate,7470.87595441801,Education,60,8.04,0.09,707.8064173386394,4,0,0.58,0
41,Female,Married,High School,4,44547.83989693383,36588.51469283865,4197.2271126768355,24258.498621940133,1.13,Full-Time,29,SME,20960.231308089235,Home,24,6.82,0.47,730.2551485796303,3,0,0.89,0
31,Female,Married,High School,3,84977.83470182917,159389.6427354253,2593.078847536542,14003.777261101342,0.37,Full-Time,25,Corporate,27516.675054141648,Personal,36,8.63,0.32,850.0,6,0,0.83,0
40,Male,Married,Bachelor,0,50338.97303468099,44052.93155566142,2797.8179079122983,0.0,0.67,Full-Time,7,Corporate,10903.068073469056,Car,48,9.21,0.22,751.9648277763783,9,0,0.17,0
32,Male,Married,Master,2,68268.19340298831,10000.0,2624.3261264234934,52263.1378341636,0.46,Full-Time,9,SME,11061.202357037237,Education,60,10.66,0.16,647.2421602331866,6,0,0.25,0
59,Female,Single,Master,0,63073.578261070375,106975.34402333107,3654.2007939638197,55094.78888801597,0.7,Part-Time,26,Startup,19807.719213221884,Car,12,8.95,0.31,560.4116765514926,3,0,0.62,0
35,Male,Single,High School,0,43966.691325766275,57396.52690170446,3101.99504261966,14326.801148430082,0.85,Full-Time,26,SME,6906.849274224693,Education,12,17.02,0.16,674.5828259971581,1,0,0.5,0
26,Male,Married,Bachelor,0,84534.57007296785,105567.30591525015,3010.0834873279273,33629.79616514525,0.43,Full-Time,11,SME,30715.77496777699,Personal,12,11.65,0.36,665.1135743215077,1,0,0.41,0
37,Female,Single,Bachelor,4,20000.0,262396.1502041727,3107.191398472888,40313.610365293454,1.86,Full-Time,13,SME,25836.09638712613,Personal,36,16.4,1.29,683.9401598465131,8,0,0.51,1
25,Male,Single,High School,0,23976.46680229428,215872.55691723104,3115.958137769472,0.0,1.56,Self-Employed,27,Corporate,35074.70689102375,Personal,36,6.08,1.46,612.0106628102956,5,0,0.63,1
35,Male,Married,Bachelor,1,89559.78844825634,216115.00390735632,3221.0151577215966,56295.243462110346,0.43,Full-Time,15,Corporate,21385.725538989067,Car,60,9.57,0.24,580.6155350084917,8,0,0.36,0
52,Female,Single,High School,0,51992.20466487938,219305.28784759346,2636.237177057259,14059.10582308454,0.61,Self-Employed,13,Corporate,18228.528612782215,Business,36,5.78,0.35,653.0192213613435,4,0,0.42,0
23,Male,Single,High School,0,76874.2359285985,337410.46357694734,2673.9822238158276,19971.448572810943,0.42,Full-Time,27,Government,6891.092468789071,Personal,60,5.54,0.09,577.0968136308029,7,1,0.65,1
23,Male,Divorced,Bachelor,1,52336.348738585075,220216.8968319347,3543.8846214379832,10887.877975003172,0.81,Self-Employed,15,SME,30623.151142561237,Home,12,13.96,0.59,781.4707860127482,6,0,0.35,0
35,Female,Single,Bachelor,0,46120.92084262125,292192.6457713017,3549.4041808740817,31225.01790339312,0.92,Full-Time,20,Corporate,29002.84690073714,Home,24,5.48,0.63,695.3868724700648,8,0,0.29,0
52,Male,Married,Bachelor,2,67666.16634634943,210019.01145084167,3382.6758554391513,49078.20282007789,0.6,Self-Employed,29,SME,14617.621502319962,Personal,24,8.51,0.22,688.048110840332,1,0,0.57,0
28,Male,Married,Bachelor,4,39355.540218810274,103475.92403037727,2201.679352952666,24534.97848175709,0.67,Self-Employed,26,Government,19158.249253673795,Car,12,5.83,0.49,655.8334562006023,5,0,0.6,0
26,Male,Married,Bachelor,3,62723.87283375992,51322.537657431894,3503.584657928101,10907.350714586944,0.67,Full-Time,16,Government,36810.293720588816,Personal,48,17.52,0.59,629.866708135105,5,0,0.84,1
25,Female,Married,Bachelor,3,54361.59852343814,10000.0,3525.161607056265,68180.5578600482,0.78,Part-Time,29,Startup,33538.819108493844,Personal,12,15.58,0.62,557.0215532806241,9,0,0.15,0
36,Male,Single,Bachelor,1,52201.414163869,10000.0,3069.7754995436476,31153.85114605499,0.71,Self-Employed,3,SME,14499.899353896892,Personal,36,9.76,0.28,604.7875940891502,6,0,0.61,0
37,Female,Single,High School,2,109746.45857511132,152211.36656183688,2272.227395544977,36118.75417469365,0.25,Full-Time,4,Government,5623.132031372952,Home,12,13.39,0.05,689.0641554438297,6,0,0.47,0
59,Female,Single,Bachelor,1,81899.8513232163,40881.98339531194,4023.4375174708284,53698.93572302461,0.59,Part-Time,4,SME,38554.98014031906,Education,48,15.29,0.47,730.1403472965255,8,0,0.89,1
25,Male,Married,Bachelor,3,80628.0186244288,80524.50880980748,2804.416114148227,37973.92470114752,0.42,Self-Employed,23,Corporate,12037.846360349671,Business,12,12.31,0.15,783.0283208363063,2,0,0.28,0
44,Male,Divorced,Bachelor,0,91302.85637425185,37536.36320080492,3172.3388203141963,10657.887987625105,0.42,Self-Employed,15,Government,14894.150221749715,Car,12,16.88,0.16,659.7123302449231,8,0,0.73,0
47,Male,Single,Bachelor,0,54566.72521759046,254938.47087654233,3407.482339612602,57180.318718268725,0.75,Full-Time,17,Government,30864.242894374067,Personal,60,5.16,0.57,697.8174136193496,7,0,0.34,0
45,Male,Divorced,Bachelor,1,55448.94501965724,205782.24152145223,3491.5043892942713,0.0,0.76,Unemployed,10,SME,30746.52234279098,Personal,48,7.05,0.55,810.3886838002663,1,0,0.92,1
41,Male,Single,Bachelor,2,58283.99205126161,10000.0,2370.0569752854426,9526.24842175654,0.49,Full-Time,18,SME,18979.479992557874,Home,24,15.01,0.33,691.8328401419459,8,0,0.2,0
28,Female,Single,High School,4,71012.6327811164,136056.31629040092,2828.0119258022623,31786.05315700418,0.48,Full-Time,12,Corporate,15248.251253361705,Personal,24,15.85,0.21,758.7457711735773,6,1,0.78,1
54,Male,Married,High School,4,53820.32273016935,131325.88885495753,2303.4022191426884,57640.31732113016,0.51,Self-Employed,7,SME,28064.149753321937,Car,36,11.66,0.52,755.7722719412217,3,0,0.44,0
35,Male,Single,Bachelor,2,49297.02450535167,69983.68027956263,2570.468688666772,55049.02138144839,0.63,Full-Time,15,Startup,16385.3721182552,Business,60,15.66,0.33,667.4339965112506,4,0,0.11,0
55,Female,Married,Master,0,40294.121348469664,299060.00011571153,2149.342585626332,0.0,0.64,Unemployed,19,Government,21576.0452752194,Car,12,15.57,0.54,610.8390026959819,7,1,0.7,1
46,Male,Married,High School,1,57374.37214874661,240381.18255893234,2848.2603826259624,56097.16006677131,0.6,Full-Time,2,Corporate,23027.345454309794,Business,60,9.83,0.4,652.8064445638689,0,1,0.47,1
56,Female,Married,Bachelor,1,52316.84002646659,252973.70797205737,3116.3699092092893,42546.11165867834,0.71,Full-Time,5,Startup,31894.896479383468,Car,60,9.97,0.61,606.4077976383835,5,0,0.18,0
54,Female,Married,High School,3,32786.57909815924,78356.75623154968,2142.4913206394235,18159.482234131865,0.78,Full-Time,7,Corporate,20163.777418410333,Business,60,5.29,0.62,665.7497855447798,4,1,0.45,1
55,Male,Single,High School,3,53367.016534162314,219454.64625032194,2933.3971578851315,7176.77875933738,0.66,Full-Time,9,SME,7470.332987528862,Personal,48,13.8,0.14,787.3149408103282,8,0,0.19,0
35,Male,Divorced,High School,3,75477.55519090572,120632.84079810193,2955.066129059438,26403.977909468027,0.47,Full-Time,17,Government,7546.205545597266,Personal,24,7.65,0.1,765.1305573132119,5,0,0.37,0
23,Male,Married,Bachelor,0,30227.812515949012,73859.1838684265,2445.619776307025,43761.30683334445,0.97,Full-Time,27,Corporate,17799.005524601427,Business,24,15.12,0.59,776.9493933851871,7,0,0.64,0
61,Male,Single,High School,0,60859.0526266301,208864.6784105439,1113.040821830967,46833.8463048549,0.22,Full-Time,3,SME,26356.958238068866,Education,60,6.6,0.43,657.5082472483905,3,0,0.36,0
29,Female,Single,High School,0,57427.655753808474,154106.4943045679,2044.384553976749,25827.260652590172,0.43,Full-Time,18,SME,20301.524608207892,Home,48,15.27,0.35,596.3020695524583,8,0,0.73,1
56,Female,Single,Bachelor,4,46453.677425835995,95767.76362426454,1480.417391217349,50086.56887462287,0.38,Full-Time,8,SME,36412.2886315717,Personal,24,11.21,0.78,628.4389500168568,9,0,0.87,1
63,Male,Married,High School,1,59128.08521452291,115499.91547912947,2054.705995826521,0.0,0.42,Part-Time,20,SME,16283.144503750314,Education,12,9.99,0.28,585.4848819603304,9,0,0.13,0
